recorded,RADON_SHORT_TERM_AVG Bq/m3,PM2_5 μg/m3,CO2 ppm,HUMIDITY %,TEMP °C,VOC ppb,PRESSURE hPa,PM1 μg/m3
2024-11-01T05:42:02,,0,,,,84,994.1,0
2024-11-01T05:46:56,,,561,55.05,17.23,,,
2024-11-01T05:46:58,,,,,,84,994.28,
2024-11-01T05:52,96,,,,,,,
2024-11-01T05:52:02,,,544,55.06,17.1,,,
2024-11-01T05:52:04,,0,,,,80,994.36,0
2024-11-01T05:56:56,,,570,55.03,16.92,,,
2024-11-01T05:56:58,,,,,,76,994.42,
2024-11-01T06:02,,,588,55.06,17.09,,,
2024-11-01T06:02:02,,1,,,,75,994.5,0
2024-11-01T06:06:56,,,546,54.96,17.05,,,
2024-11-01T06:06:58,,,,,,76,994.64,
2024-11-01T06:12,96,,,,,,,
2024-11-01T06:12:02,,,539,54.92,17.05,,,
2024-11-01T06:12:04,,1,,,,75,994.86,1
2024-11-01T06:16:56,,,522,54.89,16.98,,,
2024-11-01T06:16:58,,,,,,75,994.82,
2024-11-01T06:22,,,528,54.88,17.08,,,
2024-11-01T06:22:02,,2,,,,76,995.24,1
2024-11-01T06:26:56,,,547,54.97,17.08,,,
2024-11-01T06:26:58,,,,,,80,995.42,
2024-11-01T06:32:01,91,,,,,,,
2024-11-01T06:32:03,,,546,54.83,16.92,,,
2024-11-01T06:32:05,,0,,,,59,995.66,0
2024-11-01T06:36:56,,,540,54.72,16.98,,,
2024-11-01T06:36:58,,,,,,71,995.68,
2024-11-01T06:42,,,519,54.83,16.98,,,
2024-11-01T06:42:02,,1,,,,50,995.86,1
2024-11-01T06:46:56,,,532,54.77,16.96,,,
2024-11-01T06:46:58,,,,,,61,995.98,
2024-11-01T06:52,91,,,,,,,
2024-11-01T06:52:02,,,549,54.8,16.86,,,
2024-11-01T06:52:04,,0,,,,72,996.22,0
2024-11-01T06:56:57,,,527,54.82,16.83,,,
2024-11-01T06:56:59,,,,,,67,996.32,
2024-11-01T07:02:01,,,544,54.83,16.8,,,
2024-11-01T07:02:03,,1,,,,61,996.36,0
2024-11-01T07:06:57,,,555,54.8,16.92,,,
2024-11-01T07:06:59,,,,,,67,996.52,
2024-11-01T07:12:01,91,,,,,,,
2024-11-01T07:12:03,,,535,54.74,16.95,,,
2024-11-01T07:12:05,,1,,,,65,996.52,1
2024-11-01T07:16:57,,,548,54.76,16.89,,,
2024-11-01T07:16:59,,,,,,52,996.66,
2024-11-01T07:22:01,,,517,54.79,16.92,,,
2024-11-01T07:22:03,,0,,,,48,997,0
2024-11-01T07:26:57,,,490,54.73,16.85,,,
2024-11-01T07:26:59,,,,,,61,996.94,
2024-11-01T07:32:01,97,,,,,,,
2024-11-01T07:32:03,,,489,54.65,16.82,,,
2024-11-01T07:32:05,,0,,,,61,997.18,0
2024-11-01T07:36:57,,,505,54.58,16.85,,,
2024-11-01T07:36:59,,,,,,65,997.28,
2024-11-01T07:42:01,,,515,54.67,16.86,,,
2024-11-01T07:42:03,,0,,,,65,997.48,0
2024-11-01T07:46:57,,,525,54.77,16.98,,,
2024-11-01T07:46:59,,,,,,65,997.4,
2024-11-01T07:52:02,97,,,,,,,
2024-11-01T07:52:04,,,599,56.1,16.98,,,
2024-11-01T07:52:06,,0,,,,95,997.68,0
2024-11-01T07:56:57,,,740,56.63,16.96,,,
2024-11-01T07:56:59,,,,,,88,997.94,
2024-11-01T08:02:01,,,828,56.76,16.92,,,
2024-11-01T08:02:03,,1,,,,108,998.06,1
2024-11-01T08:06:57,,,817,56.9,16.98,,,
2024-11-01T08:06:59,,,,,,95,998.16,
2024-11-01T08:12:01,97,,,,,,,
2024-11-01T08:12:03,,,818,56.82,16.98,,,
2024-11-01T08:12:05,,0,,,,108,998.14,0
2024-11-01T08:16:57,,,841,56.66,17.05,,,
2024-11-01T08:16:59,,,,,,116,998.2,
2024-11-01T08:22:01,,,854,56.62,17.08,,,
2024-11-01T08:22:03,,0,,,,99,998.26,0
2024-11-01T08:26:58,,,805,56.58,17.1,,,
2024-11-01T08:27,,,,,,112,998.38,
2024-11-01T08:32:02,97,,,,,,,
2024-11-01T08:32:04,,,773,56.49,17.23,,,
2024-11-01T08:32:06,,1,,,,105,998.18,0
2024-11-01T08:36:57,,,811,56.44,17.35,,,
2024-11-01T08:36:59,,,,,,110,998.2,
2024-11-01T08:42:01,,,804,56.22,17.35,,,
2024-11-01T08:42:03,,1,,,,93,998.24,1
2024-11-01T08:46:57,,,735,56.02,17.42,,,
2024-11-01T08:46:59,,,,,,75,998.44,
2024-11-01T08:52:01,97,,,,,,,
2024-11-01T08:52:03,,,708,55.78,17.61,,,
2024-11-01T08:52:05,,0,,,,106,998.68,0
2024-11-01T08:56:57,,,729,55.67,17.49,,,
2024-11-01T08:56:59,,,,,,97,998.78,
2024-11-01T09:02:01,,,741,55.62,17.74,,,
2024-11-01T09:02:03,,0,,,,112,998.78,0
2024-11-01T09:06:57,,,719,55.38,17.86,,,
2024-11-01T09:06:59,,,,,,84,998.9,
2024-11-01T09:12:01,97,,,,,,,
2024-11-01T09:12:03,,,716,54.91,17.8,,,
2024-11-01T09:12:05,,1,,,,101,999.12,1
2024-11-01T09:16:57,,,748,54.55,17.88,,,
2024-11-01T09:16:59,,,,,,105,999.18,
2024-11-01T09:22:01,,,743,54.54,18.1,,,
2024-11-01T09:22:03,,1,,,,86,999.3,0
2024-11-01T09:26:57,,,728,54.19,18.07,,,
2024-11-01T09:26:59,,,,,,93,999.34,
2024-11-01T09:32:01,100,,,,,,,
2024-11-01T09:32:03,,,707,54,18.16,,,
2024-11-01T09:32:05,,0,,,,89,999.52,0
2024-11-01T09:36:57,,,700,53.7,18.39,,,
2024-11-01T09:36:59,,,,,,99,999.66,
2024-11-01T09:42,,,678,53.57,18.41,,,
2024-11-01T09:42:02,,0,,,,101,999.8,0
2024-11-01T09:46:57,,,657,53.25,18.55,,,
2024-11-01T09:46:59,,,,,,86,999.86,
2024-11-01T09:52:01,100,,,,,,,
2024-11-01T09:52:03,,,654,53.12,18.61,,,
2024-11-01T09:52:05,,0,,,,93,999.96,0
2024-11-01T09:56:57,,,664,52.91,18.85,,,
2024-11-01T09:56:59,,,,,,82,1000.18,
2024-11-01T10:02:02,,,707,52.69,18.85,,,
2024-11-01T10:02:04,,0,,,,105,1000.18,0
2024-11-01T10:06:57,,,710,52.35,18.86,,,
2024-11-01T10:06:59,,,,,,93,1000.4,
2024-11-01T10:12:01,100,,,,,,,
2024-11-01T10:12:03,,,720,52.26,19.04,,,
2024-11-01T10:12:05,,0,,,,91,1000.8,0
2024-11-01T10:16:57,,,720,52.06,19.1,,,
2024-11-01T10:16:59,,,,,,93,1000.92,
2024-11-01T10:22:01,,,665,51.97,19.29,,,
2024-11-01T10:22:03,,1,,,,95,1000.92,0
2024-11-01T10:26:58,,,659,51.8,19.23,,,
2024-11-01T10:27,,,,,,82,1001.02,
2024-11-01T10:32:02,111,,,,,,,
2024-11-01T10:32:04,,,669,51.64,19.29,,,
2024-11-01T10:32:06,,0,,,,82,1001.2,0
2024-11-01T10:36:58,,,635,51.54,19.35,,,
2024-11-01T10:37,,,,,,93,1001.6,
2024-11-01T10:42:02,,,638,51.53,19.45,,,
2024-11-01T10:42:04,,0,,,,89,1001.88,0
2024-11-01T10:46:58,,,638,51.31,19.29,,,
2024-11-01T10:47,,,,,,78,1001.94,
2024-11-01T10:52:02,111,,,,,,,
2024-11-01T10:52:04,,,658,51.18,19.35,,,
2024-11-01T10:52:06,,0,,,,75,1002.06,0
2024-11-01T10:56:58,,,671,51.1,19.41,,,
2024-11-01T10:57,,,,,,80,1002.4,
2024-11-01T11:02:01,,,649,51.01,19.35,,,
2024-11-01T11:02:03,,0,,,,78,1002.5,0
2024-11-01T11:06:58,,,663,50.91,19.47,,,
2024-11-01T11:07,,,,,,80,1002.64,
2024-11-01T11:12:02,111,,,,,,,
2024-11-01T11:12:04,,,673,51,19.47,,,
2024-11-01T11:12:06,,0,,,,72,1002.74,0
2024-11-01T11:16:57,,,638,50.88,19.46,,,
2024-11-01T11:16:59,,,,,,88,1003.02,
2024-11-01T11:22:02,,,596,50.81,19.5,,,
2024-11-01T11:22:04,,0,,,,75,1003.08,0
2024-11-01T11:26:59,,,603,50.77,19.41,,,
2024-11-01T11:27:01,,,,,,82,1003.26,
2024-11-01T11:32:03,118,,,,,,,
2024-11-01T11:32:05,,,614,50.73,19.42,,,
2024-11-01T11:32:07,,0,,,,63,1003.42,0
2024-11-01T11:36:58,,,601,50.59,19.36,,,
2024-11-01T11:37,,,,,,80,1003.46,
2024-11-01T11:42:02,,,597,50.68,19.41,,,
2024-11-01T11:42:04,,0,,,,65,1003.74,0
2024-11-01T11:46:58,,,606,50.44,19.35,,,
2024-11-01T11:47,,,,,,69,1003.72,
2024-11-01T11:52:03,118,,,,,,,
2024-11-01T11:52:05,,,606,50.62,19.35,,,
2024-11-01T11:52:07,,0,,,,72,1003.9,0
2024-11-01T11:56:59,,,572,50.35,19.35,,,
2024-11-01T11:57:01,,,,,,67,1004.06,
2024-11-01T12:02:03,,,554,50.45,19.47,,,
2024-11-01T12:02:05,,0,,,,65,1004.1,0
2024-11-01T12:06:59,,,556,50.49,19.35,,,
2024-11-01T12:07:01,,,,,,75,1004.24,
2024-11-01T12:12:03,118,,,,,,,
2024-11-01T12:12:05,,,580,50.52,19.35,,,
2024-11-01T12:12:07,,0,,,,69,1004.28,0
2024-11-01T12:16:59,,,594,50.59,19.35,,,
2024-11-01T12:17:01,,,,,,63,1004.34,
2024-11-01T12:22:02,,,582,50.43,19.34,,,
2024-11-01T12:22:04,,1,,,,65,1004.46,1
2024-11-01T12:26:59,,,570,50.47,19.35,,,
2024-11-01T12:27:01,,,,,,52,1004.58,
2024-11-01T12:32:03,119,,,,,,,
2024-11-01T12:32:05,,,565,50.5,19.41,,,
2024-11-01T12:32:07,,0,,,,56,1004.68,0
2024-11-01T12:36:58,,,566,50.3,19.24,,,
2024-11-01T12:37,,,,,,56,1004.76,
2024-11-01T12:42:03,,,551,50.4,19.29,,,
2024-11-01T12:42:05,,1,,,,58,1004.92,1
2024-11-01T12:46:59,,,553,50.42,19.29,,,
2024-11-01T12:47:01,,,,,,67,1004.98,
2024-11-01T12:52:03,119,,,,,,,
2024-11-01T12:52:05,,,546,50.28,19.29,,,
2024-11-01T12:52:07,,0,,,,48,1005.02,0
2024-11-01T12:56:59,,,545,50.41,19.23,,,
2024-11-01T12:57:01,,,,,,59,1005.1,
2024-11-01T13:02:03,,,538,50.25,19.23,,,
2024-11-01T13:02:05,,1,,,,54,1005.36,1
2024-11-01T13:06:58,,,544,50.01,19.23,,,
2024-11-01T13:07,,,,,,56,1005.68,
2024-11-01T13:12:03,119,,,,,,,
2024-11-01T13:12:05,,,532,49.95,19.32,,,
2024-11-01T13:12:07,,0,,,,54,1005.84,0
2024-11-01T13:16:59,,,506,49.87,19.24,,,
2024-11-01T13:17:01,,,,,,48,1005.88,
2024-11-01T13:22:03,,,526,49.86,19.23,,,
2024-11-01T13:22:05,,1,,,,50,1006.04,1
2024-11-01T13:26:59,,,527,49.7,19.16,,,
2024-11-01T13:27:01,,,,,,46,1006.18,
2024-11-01T13:32:03,119,,,,,,,
2024-11-01T13:32:05,,,512,49.6,19.29,,,
2024-11-01T13:32:07,,0,,,,48,1006.24,0
2024-11-01T13:36:59,,,521,49.47,19.22,,,
2024-11-01T13:37:01,,,,,,48,1006.54,
2024-11-01T13:42:03,,,523,49.56,19.16,,,
2024-11-01T13:42:05,,0,,,,46,1006.62,0
2024-11-01T13:47,,,533,49.44,19.29,,,
2024-11-01T13:47:02,,,,,,52,1006.64,
2024-11-01T13:52:04,119,,,,,,,
2024-11-01T13:52:06,,,504,49.49,19.04,,,
2024-11-01T13:52:08,,0,,,,54,1006.88,0
2024-11-01T13:56:58,,,496,49.42,19.1,,,
2024-11-01T13:57,,,,,,46,1006.94,
2024-11-01T14:02:03,,,526,49.52,19.07,,,
2024-11-01T14:02:05,,0,,,,46,1007.22,0
2024-11-01T14:07,,,507,49.42,19.04,,,
2024-11-01T14:07:02,,,,,,48,1007.42,
2024-11-01T14:12:03,119,,,,,,,
2024-11-01T14:12:05,,,497,49.42,18.91,,,
2024-11-01T14:12:07,,0,,,,46,1007.36,0
2024-11-01T14:17,,,493,49.48,18.91,,,
2024-11-01T14:17:02,,,,,,50,1007.56,
2024-11-01T14:22:04,,,501,49.46,19,,,
2024-11-01T14:22:06,,1,,,,54,1007.64,0
2024-11-01T14:26:59,,,515,49.14,19.21,,,
2024-11-01T14:27:01,,,,,,46,1007.82,
2024-11-01T14:32:04,116,,,,,,,
2024-11-01T14:32:06,,,529,49.16,19.09,,,
2024-11-01T14:32:08,,1,,,,46,1007.96,0
2024-11-01T14:37,,,525,49.19,18.98,,,
2024-11-01T14:37:02,,,,,,46,1008.12,
2024-11-01T14:42:03,,,496,49.17,18.91,,,
2024-11-01T14:42:05,,0,,,,46,1008.18,0
2024-11-01T14:47,,,477,49.33,19.04,,,
2024-11-01T14:47:02,,,,,,52,1008.24,
2024-11-01T14:52:04,116,,,,,,,
2024-11-01T14:52:06,,,489,49.24,18.98,,,
2024-11-01T14:52:08,,0,,,,50,1008.42,0
2024-11-01T14:56:59,,,487,49.48,18.98,,,
2024-11-01T14:57:01,,,,,,46,1008.7,
2024-11-01T15:02:04,,,504,49.42,18.86,,,
2024-11-01T15:02:06,,1,,,,46,1008.9,0
2024-11-01T15:07,,,526,49.51,18.88,,,
2024-11-01T15:07:02,,,,,,54,1009.1,
2024-11-01T15:12:04,116,,,,,,,
2024-11-01T15:12:06,,,520,49.66,18.85,,,
2024-11-01T15:12:08,,3,,,,50,1009.28,0
2024-11-01T15:16:59,,,518,49.58,18.73,,,
2024-11-01T15:17:01,,,,,,56,1009.34,
2024-11-01T15:22:04,,,544,49.79,18.79,,,
2024-11-01T15:22:06,,1,,,,58,1009.5,1
2024-11-01T15:26:59,,,555,49.84,18.66,,,
2024-11-01T15:27:01,,,,,,56,1009.58,
2024-11-01T15:32:04,116,,,,,,,
2024-11-01T15:32:06,,,523,49.98,18.61,,,
2024-11-01T15:32:08,,2,,,,61,1009.74,2
2024-11-01T15:37,,,533,49.97,18.61,,,
2024-11-01T15:37:02,,,,,,54,1009.74,
2024-11-01T15:42:04,,,537,49.97,18.55,,,
2024-11-01T15:42:06,,1,,,,46,1009.92,0
2024-11-01T15:46:59,,,533,49.9,18.41,,,
2024-11-01T15:47:01,,,,,,46,1009.98,
2024-11-01T15:52:04,116,,,,,,,
2024-11-01T15:52:06,,,545,49.98,18.55,,,
2024-11-01T15:52:08,,1,,,,56,1010,1
2024-11-01T15:57,,,552,50.02,18.61,,,
2024-11-01T15:57:02,,,,,,63,1010.16,
2024-11-01T16:02:03,,,568,50.19,18.47,,,
2024-11-01T16:02:05,,1,,,,52,1010.16,1
2024-11-01T16:07,,,561,50.07,18.61,,,
2024-11-01T16:07:02,,,,,,56,1010.36,
2024-11-01T16:12:04,116,,,,,,,
2024-11-01T16:12:06,,,567,50.11,18.58,,,
2024-11-01T16:12:08,,2,,,,65,1010.46,1
2024-11-01T16:16:59,,,598,50,18.36,,,
2024-11-01T16:17:01,,,,,,50,1010.82,
2024-11-01T16:22:04,,,590,50.16,18.23,,,
2024-11-01T16:22:06,,1,,,,48,1010.86,1
2024-11-01T16:27,,,549,50.07,18.25,,,
2024-11-01T16:27:02,,,,,,54,1010.92,
2024-11-01T16:32:04,116,,,,,,,
2024-11-01T16:32:06,,,555,49.97,18.18,,,
2024-11-01T16:32:08,,1,,,,48,1010.98,1
2024-11-01T16:36:59,,,568,50.05,18.23,,,
2024-11-01T16:37:01,,,,,,46,1011.36,
2024-11-01T16:42:04,,,544,50.21,18.23,,,
2024-11-01T16:42:06,,1,,,,59,1011.6,1
2024-11-01T16:46:59,,,554,49.95,18.1,,,
2024-11-01T16:47:01,,,,,,63,1011.84,
2024-11-01T16:52:04,116,,,,,,,
2024-11-01T16:52:06,,,584,50.03,17.98,,,
2024-11-01T16:52:08,,1,,,,46,1011.92,1
2024-11-01T16:57,,,557,49.95,18.08,,,
2024-11-01T16:57:02,,,,,,58,1012.06,
2024-11-01T17:02:04,,,545,49.89,17.98,,,
2024-11-01T17:02:06,,1,,,,52,1012.24,1
2024-11-01T17:07,,,541,49.96,18.01,,,
2024-11-01T17:07:02,,,,,,46,1012.44,
2024-11-01T17:12:05,116,,,,,,,
2024-11-01T17:12:07,,,538,50.67,17.96,,,
2024-11-01T17:12:09,,4,,,,63,1012.6,3
2024-11-01T17:17:01,,,594,50.99,17.98,,,
2024-11-01T17:17:03,,,,,,75,1012.76,
2024-11-01T17:22:04,,,594,51.92,17.9,,,
2024-11-01T17:22:06,,17,,,,65,1012.84,16
2024-11-01T17:27:01,,,569,51.87,17.91,,,
2024-11-01T17:27:03,,,,,,54,1012.96,
2024-11-01T17:32:05,114,,,,,,,
2024-11-01T17:32:07,,,622,51.68,17.86,,,
2024-11-01T17:32:09,,23,,,,63,1013.2,13
2024-11-01T17:37,,,644,51.72,17.9,,,
2024-11-01T17:37:02,,,,,,58,1013.48,
2024-11-01T17:42:05,,,632,52.35,17.88,,,
2024-11-01T17:42:07,,50,,,,89,1013.66,45
2024-11-01T17:47:01,,,611,52.15,17.76,,,
2024-11-01T17:47:03,,,,,,86,1013.78,
2024-11-01T17:52:04,114,,,,,,,
2024-11-01T17:52:06,,,592,51.99,17.86,,,
2024-11-01T17:52:08,,40,,,,88,1013.98,36
2024-11-01T17:57,,,617,52.16,17.87,,,
2024-11-01T17:57:02,,,,,,89,1014.12,
2024-11-01T18:02:05,,,621,52.15,17.86,,,
2024-11-01T18:02:07,,28,,,,95,1014.3,26
2024-11-01T18:07,,,598,52.02,17.74,,,
2024-11-01T18:07:02,,,,,,95,1014.38,
2024-11-01T18:12:05,114,,,,,,,
2024-11-01T18:12:07,,,575,51.88,17.74,,,
2024-11-01T18:12:09,,28,,,,95,1014.52,22
2024-11-01T18:17:01,,,591,51.84,17.74,,,
2024-11-01T18:17:03,,,,,,97,1014.62,
2024-11-01T18:22:04,,,595,51.78,17.86,,,
2024-11-01T18:22:06,,18,,,,101,1014.72,17
2024-11-01T18:27:01,,,563,51.84,17.86,,,
2024-11-01T18:27:03,,,,,,95,1014.82,
2024-11-01T18:32:06,107,,,,,,,
2024-11-01T18:32:08,,,571,51.82,17.86,,,
2024-11-01T18:32:10,,16,,,,86,1014.92,12
2024-11-01T18:37,,,605,51.63,17.8,,,
2024-11-01T18:37:02,,,,,,101,1015.04,
2024-11-01T18:42:04,,,604,51.59,17.61,,,
2024-11-01T18:42:06,,9,,,,86,1015.14,9
2024-11-01T18:47:01,,,585,51.53,17.61,,,
2024-11-01T18:47:03,,,,,,86,1015.32,
2024-11-01T18:52:05,107,,,,,,,
2024-11-01T18:52:07,,,608,51.65,17.66,,,
2024-11-01T18:52:09,,10,,,,97,1015.48,10
2024-11-01T18:57,,,619,51.52,17.74,,,
2024-11-01T18:57:02,,,,,,97,1015.6,
2024-11-01T19:02:05,,,607,51.53,17.62,,,
2024-11-01T19:02:07,,9,,,,91,1015.82,9
2024-11-01T19:07,,,609,51.52,17.61,,,
2024-11-01T19:07:02,,,,,,116,1016,
2024-11-01T19:12:04,107,,,,,,,
2024-11-01T19:12:06,,,597,51.53,17.61,,,
2024-11-01T19:12:08,,8,,,,106,1016.22,7
2024-11-01T19:17,,,641,51.54,17.63,,,
2024-11-01T19:17:02,,,,,,95,1016.28,
2024-11-01T19:22:05,,,670,51.41,17.58,,,
2024-11-01T19:22:07,,7,,,,133,1016.4,7
2024-11-01T19:27,,,622,51.25,17.48,,,
2024-11-01T19:27:02,,,,,,135,1016.48,
2024-11-01T19:32:05,105,,,,,,,
2024-11-01T19:32:07,,,608,51.25,17.55,,,
2024-11-01T19:32:09,,6,,,,138,1016.64,5
2024-11-01T19:37:01,,,646,51.23,17.58,,,
2024-11-01T19:37:03,,,,,,131,1016.78,
2024-11-01T19:42:04,,,654,51.04,17.42,,,
2024-11-01T19:42:06,,6,,,,140,1016.86,6
2024-11-01T19:47,,,640,50.91,17.48,,,
2024-11-01T19:47:02,,,,,,138,1016.92,
2024-11-01T19:52:05,105,,,,,,,
2024-11-01T19:52:07,,,638,50.84,17.3,,,
2024-11-01T19:52:09,,5,,,,125,1016.96,5
2024-11-01T19:57,,,619,50.87,17.49,,,
2024-11-01T19:57:02,,,,,,133,1016.96,
2024-11-01T20:02:04,,,598,50.75,17.35,,,
2024-11-01T20:02:06,,4,,,,138,1017.1,4
2024-11-01T20:07:01,,,614,50.66,17.33,,,
2024-11-01T20:07:03,,,,,,138,1017.3,
2024-11-01T20:12:05,105,,,,,,,
2024-11-01T20:12:07,,,617,50.7,17.3,,,
2024-11-01T20:12:09,,4,,,,119,1017.44,4
2024-11-01T20:17,,,608,50.95,17.16,,,
2024-11-01T20:17:02,,,,,,116,1017.54,
2024-11-01T20:22:05,,,653,51.02,17.3,,,
2024-11-01T20:22:07,,3,,,,110,1017.64,3
2024-11-01T20:27,,,660,51.06,17.23,,,
2024-11-01T20:27:02,,,,,,112,1017.76,
2024-11-01T20:32:04,98,,,,,,,
2024-11-01T20:32:06,,,640,51.15,17.23,,,
2024-11-01T20:32:08,,4,,,,112,1017.8,4
2024-11-01T20:37:01,,,643,51.21,17.1,,,
2024-11-01T20:37:03,,,,,,129,1017.92,
2024-11-01T20:42:06,,,681,51.16,17.1,,,
2024-11-01T20:42:08,,4,,,,122,1018.08,4
2024-11-01T20:47:01,,,691,51.18,17.23,,,
2024-11-01T20:47:03,,,,,,123,1018.18,
2024-11-01T20:52:06,98,,,,,,,
2024-11-01T20:52:08,,,639,51.04,17.1,,,
2024-11-01T20:52:10,,6,,,,125,1018.4,3
2024-11-01T20:57:02,,,640,50.98,17.1,,,
2024-11-01T20:57:04,,,,,,101,1018.56,
2024-11-01T21:02:05,,,660,51.01,16.99,,,
2024-11-01T21:02:07,,2,,,,110,1018.64,2
2024-11-01T21:07:01,,,640,50.89,17.09,,,
2024-11-01T21:07:03,,,,,,97,1018.7,
2024-11-01T21:12:06,98,,,,,,,
2024-11-01T21:12:08,,,610,50.97,16.97,,,
2024-11-01T21:12:10,,4,,,,116,1018.76,3
2024-11-01T21:17:01,,,620,50.99,16.87,,,
2024-11-01T21:17:03,,,,,,103,1018.86,
2024-11-01T21:22:05,,,642,50.92,16.98,,,
2024-11-01T21:22:07,,3,,,,106,1018.94,3
2024-11-01T21:27:02,,,661,51.09,16.89,,,
2024-11-01T21:27:04,,,,,,114,1019.08,
2024-11-01T21:32:06,95,,,,,,,
2024-11-01T21:32:08,,,686,51.12,16.85,,,
2024-11-01T21:32:10,,3,,,,112,1019.16,3
2024-11-01T21:37:01,,,691,51.32,16.86,,,
2024-11-01T21:37:03,,,,,,129,1019.24,
2024-11-01T21:42:06,,,678,51.58,16.98,,,
2024-11-01T21:42:08,,3,,,,129,1019.34,3
2024-11-01T21:47:01,,,696,51.75,16.89,,,
2024-11-01T21:47:03,,,,,,125,1019.44,
2024-11-01T21:52:05,95,,,,,,,
2024-11-01T21:52:07,,,740,51.67,16.98,,,
2024-11-01T21:52:09,,2,,,,150,1019.58,2
2024-11-01T21:57:01,,,762,51.53,16.98,,,
2024-11-01T21:57:03,,,,,,105,1019.54,
2024-11-01T22:02:06,,,769,51.56,16.99,,,
2024-11-01T22:02:08,,4,,,,125,1019.46,3
2024-11-01T22:07:01,,,753,51.41,16.92,,,
2024-11-01T22:07:03,,,,,,142,1019.62,
2024-11-01T22:12:06,95,,,,,,,
2024-11-01T22:12:08,,,751,51.31,16.96,,,
2024-11-01T22:12:10,,4,,,,125,1019.76,3
2024-11-01T22:17:02,,,738,51.27,16.89,,,
2024-11-01T22:17:04,,,,,,110,1019.88,
2024-11-01T22:22:05,,,712,51.19,16.92,,,
2024-11-01T22:22:07,,1,,,,127,1020.04,1
2024-11-01T22:27:02,,,694,51.23,16.92,,,
2024-11-01T22:27:04,,,,,,110,1020.04,
2024-11-01T22:32:07,96,,,,,,,
2024-11-01T22:32:09,,,706,51.15,16.83,,,
2024-11-01T22:32:11,,2,,,,129,1019.98,2
2024-11-01T22:37:01,,,714,51.13,16.87,,,
2024-11-01T22:37:03,,,,,,119,1020.14,
2024-11-01T22:42:05,,,715,51.13,16.83,,,
2024-11-01T22:42:07,,1,,,,119,1020.26,1
2024-11-01T22:47:02,,,733,51.21,16.8,,,
2024-11-01T22:47:04,,,,,,129,1020.28,
2024-11-01T22:52:05,96,,,,,,,
2024-11-01T22:52:07,,,728,51.15,16.8,,,
2024-11-01T22:52:09,,1,,,,122,1020.3,1
2024-11-01T22:57:01,,,719,51.31,16.63,,,
2024-11-01T22:57:03,,,,,,114,1020.42,
2024-11-01T23:02:06,,,707,51.46,16.8,,,
2024-11-01T23:02:08,,2,,,,103,1020.64,1
2024-11-01T23:07:01,,,701,51.43,16.85,,,
2024-11-01T23:07:03,,,,,,108,1020.68,
2024-11-01T23:12:05,96,,,,,,,
2024-11-01T23:12:07,,,722,51.37,16.74,,,
2024-11-01T23:12:09,,0,,,,105,1020.78,0
2024-11-01T23:17:02,,,762,51.53,16.8,,,
2024-11-01T23:17:04,,,,,,116,1020.84,
2024-11-01T23:22:06,,,765,51.42,16.83,,,
2024-11-01T23:22:08,,2,,,,112,1021.04,2
2024-11-01T23:27:02,,,735,51.42,16.74,,,
2024-11-01T23:27:04,,,,,,97,1021.06,
2024-11-01T23:32:07,99,,,,,,,
2024-11-01T23:32:09,,,704,51.44,16.61,,,
2024-11-01T23:32:11,,1,,,,103,1021.14,1
2024-11-01T23:37:01,,,704,51.38,16.74,,,
2024-11-01T23:37:03,,,,,,114,1021.18,
2024-11-01T23:42:05,,,733,51.35,16.61,,,
2024-11-01T23:42:07,,1,,,,116,1021.26,1
2024-11-01T23:47:01,,,735,51.31,16.62,,,
2024-11-01T23:47:03,,,,,,106,1021.34,
2024-11-01T23:52:06,99,,,,,,,
2024-11-01T23:52:08,,,704,51.28,16.5,,,
2024-11-01T23:52:10,,1,,,,99,1021.42,1
2024-11-01T23:57:02,,,736,51.24,16.48,,,
2024-11-01T23:57:04,,,,,,88,1021.42,
2024-11-02T00:02:06,,,766,51.38,16.42,,,
2024-11-02T00:02:08,,0,,,,97,1021.5,0
2024-11-02T00:07:02,,,723,51.27,16.5,,,
2024-11-02T00:07:04,,,,,,108,1021.62,
2024-11-02T00:12:06,99,,,,,,,
2024-11-02T00:12:08,,,693,51.24,16.45,,,
2024-11-02T00:12:10,,2,,,,82,1021.7,2
2024-11-02T00:17:02,,,676,51.33,16.48,,,
2024-11-02T00:17:04,,,,,,97,1021.78,
2024-11-02T00:22:07,,,690,51.31,16.38,,,
2024-11-02T00:22:09,,1,,,,114,1021.86,0
2024-11-02T00:27:02,,,704,51.45,16.48,,,
2024-11-02T00:27:04,,,,,,103,1022,
2024-11-02T00:32:06,104,,,,,,,
2024-11-02T00:32:08,,,725,51.73,16.42,,,
2024-11-02T00:32:10,,0,,,,123,1022.06,0
2024-11-02T00:37:02,,,741,51.85,16.42,,,
2024-11-02T00:37:04,,,,,,125,1022.14,
2024-11-02T00:42:06,,,750,51.95,16.3,,,
2024-11-02T00:42:08,,0,,,,131,1022.2,0
2024-11-02T00:47:02,,,753,51.88,16.36,,,
2024-11-02T00:47:04,,,,,,123,1022.24,
2024-11-02T00:52:07,104,,,,,,,
2024-11-02T00:52:09,,,741,51.89,16.33,,,
2024-11-02T00:52:11,,0,,,,136,1022.18,0
2024-11-02T00:57:03,,,763,51.96,16.42,,,
2024-11-02T00:57:05,,,,,,106,1022.22,
2024-11-02T01:02:07,,,784,51.93,16.36,,,
